ID,TARGET
2024-07-20_B0BNL5HYLR,0
2024-07-23_B0BNL5HYLR,0
2024-07-24_B0BNL5HYLR,0
2024-07-12_B0BNL5JR7V,0
2024-07-13_B0BNL5JR7V,0
2024-07-17_B0BNL5JR7V,0
2024-07-18_B0BNL5JR7V,0
2024-07-19_B0BNL5JR7V,0
2024-07-16_B0BNL5LCM5,0
2024-07-17_B0BNL5LCM5,0
2024-07-24_B0BNL64PBG,0
2024-07-25_B0BNL64PBG,0
2024-07-01_B0BRCW2B64,1
2024-07-02_B0BRCW2B64,2
2024-07-03_B0BRCW2B64,2
2024-07-04_B0BRCW2B64,2
2024-07-05_B0BRCW2B64,2
2024-07-06_B0BRCW2B64,2
2024-07-07_B0BRCW2B64,2
2024-07-08_B0BRCW2B64,2
2024-07-09_B0BRCW2B64,2
2024-07-10_B0BRCW2B64,2
2024-07-11_B0BRCW2B64,2
2024-07-12_B0BRCW2B64,2
2024-07-13_B0BRCW2B64,2
2024-07-14_B0BRCW2B64,2
2024-07-15_B0BRCW2B64,2
2024-07-01_B0BRCW79VK,0
2024-07-02_B0BRCW79VK,0
2024-07-03_B0BRCW79VK,0
2024-07-04_B0BRCW79VK,0
2024-07-05_B0BRCW79VK,0
2024-07-06_B0BRCW79VK,0
2024-07-07_B0BRCW79VK,0
2024-07-08_B0BRCW79VK,0
2024-07-09_B0BRCW79VK,0
2024-07-10_B0BRCW79VK,0
2024-07-11_B0BRCW79VK,0
2024-07-12_B0BRCW79VK,0
2024-07-13_B0BRCW79VK,0
2024-07-14_B0BRCW79VK,0
2024-07-15_B0BRCW79VK,0
2024-07-01_B0BRCXJRX6,3
2024-07-02_B0BRCXJRX6,4
2024-07-03_B0BRCXJRX6,4
2024-07-04_B0BRCXJRX6,4
2024-07-05_B0BRCXJRX6,4
2024-07-06_B0BRCXJRX6,4
2024-07-07_B0BRCXJRX6,4
2024-07-08_B0BRCXJRX6,4
2024-07-09_B0BRCXJRX6,4
2024-07-10_B0BRCXJRX6,4
2024-07-11_B0BRCXJRX6,4
2024-07-12_B0BRCXJRX6,4
2024-07-13_B0BRCXJRX6,4
2024-07-14_B0BRCXJRX6,4
2024-07-15_B0BRCXJRX6,4
2024-07-01_B0BRCXQRC9,0
2024-07-02_B0BRCXQRC9,2
2024-07-03_B0BRCXQRC9,4
2024-07-04_B0BRCXQRC9,4
2024-07-05_B0BRCXQRC9,6
2024-07-06_B0BRCXQRC9,6
2024-07-07_B0BRCXQRC9,7
2024-07-08_B0BRCXQRC9,8
2024-07-09_B0BRCXQRC9,8
2024-07-10_B0BRCXQRC9,9
2024-07-11_B0BRCXQRC9,9
2024-07-12_B0BRCXQRC9,9
2024-07-13_B0BRCXQRC9,9
2024-07-14_B0BRCXQRC9,10
2024-07-15_B0BRCXQRC9,10
2024-07-03_B0BRCXSTKW,0
2024-07-04_B0BRCXSTKW,0
2024-07-05_B0BRCXSTKW,0
2024-07-06_B0BRCXSTKW,0
2024-07-07_B0BRCXSTKW,0
2024-07-08_B0BRCXSTKW,0
2024-07-09_B0BRCXSTKW,0
2024-07-10_B0BRCXSTKW,0
2024-07-11_B0BRCXSTKW,0
2024-07-12_B0BRCXSTKW,0
2024-07-14_B0BRCXSTKW,0
2024-07-15_B0BRCXSTKW,0
2024-07-16_B0BRCXSTKW,0
2024-07-17_B0BRCXSTKW,0
2024-07-18_B0BRCXSTKW,0
2024-07-01_B0BRCXJ1F6,0
2024-07-02_B0BRCXJ1F6,0
2024-07-03_B0BRCXJ1F6,0
2024-07-04_B0BRCXJ1F6,0
2024-07-05_B0BRCXJ1F6,0
2024-07-01_B0BRCYK4JK,0
2024-07-02_B0BRCYK4JK,0
2024-07-03_B0BRCYK4JK,0
2024-07-04_B0BRCYK4JK,0
2024-07-05_B0BRCYK4JK,0
2024-07-06_B0BRCYK4JK,0
2024-07-07_B0BRCYK4JK,0
2024-07-08_B0BRCYK4JK,0
2024-07-09_B0BRCYK4JK,0
2024-07-10_B0BRCYK4JK,0
2024-07-11_B0BRCYK4JK,0
2024-07-12_B0BRCYK4JK,0
2024-07-13_B0BRCYK4JK,0
2024-07-14_B0BRCYK4JK,0
2024-07-15_B0BRCYK4JK,0
2024-07-01_B0BRCY8QMH,2
2024-07-02_B0BRCY8QMH,2
2024-07-03_B0BRCY8QMH,2
2024-07-04_B0BRCY8QMH,2
2024-07-05_B0BRCY8QMH,2
2024-07-06_B0BRCY8QMH,2
2024-07-07_B0BRCY8QMH,2
2024-07-08_B0BRCY8QMH,2
2024-07-09_B0BRCY8QMH,2
2024-07-10_B0BRCY8QMH,2
2024-07-11_B0BRCY8QMH,2
2024-07-12_B0BRCY8QMH,2
2024-07-14_B0BRCY8QMH,2
2024-07-15_B0BRCY8QMH,2
2024-07-16_B0BRCY8QMH,2
2024-07-01_B0BRCYV77T,2
2024-07-02_B0BRCYV77T,3
2024-07-03_B0BRCYV77T,3
2024-07-04_B0BRCYV77T,3
2024-07-05_B0BRCYV77T,3
2024-07-06_B0BRCYV77T,3
2024-07-07_B0BRCYV77T,4
2024-07-08_B0BRCYV77T,4
2024-07-09_B0BRCYV77T,4
2024-07-10_B0BRCYV77T,4
2024-07-11_B0BRCYV77T,4
2024-07-12_B0BRCYV77T,4
2024-07-13_B0BRCYV77T,4
2024-07-14_B0BRCYV77T,4
2024-07-15_B0BRCYV77T,4
2024-07-01_B0BNKZCWFL,0
2024-07-02_B0BNKZCWFL,0
2024-07-03_B0BNKZCWFL,0
2024-07-04_B0BNKZCWFL,0
2024-07-05_B0BNKZCWFL,0
2024-07-06_B0BNKZCWFL,0
2024-07-07_B0BNKZCWFL,0
2024-07-10_B0BNKZCWFL,0
2024-07-11_B0BNKZCWFL,0
2024-07-12_B0BNKZCWFL,0
2024-07-14_B0BNKZCWFL,0
2024-07-15_B0BNKZCWFL,0
2024-07-16_B0BNKZCWFL,0
2024-07-17_B0BNKZCWFL,0
2024-07-18_B0BNKZCWFL,0
2024-07-01_B0BNL7TJRT,0
2024-07-02_B0BNL7TJRT,0
2024-07-03_B0BNL7TJRT,0
2024-07-04_B0BNL7TJRT,0
2024-07-05_B0BNL7TJRT,0
2024-07-06_B0BNL7TJRT,0
2024-07-07_B0BNL7TJRT,0
2024-07-16_B0BNL7TJRT,0
2024-07-17_B0BNL7TJRT,0
2024-07-18_B0BNL7TJRT,0
2024-07-19_B0BNL7TJRT,0
2024-07-13_B0BNL5CJ8G,0
2024-07-14_B0BNL5CJ8G,0
2024-07-15_B0BNL5CJ8G,0
2024-07-16_B0BNL5CJ8G,0
2024-07-17_B0BNL5CJ8G,0
2024-07-18_B0BNL5CJ8G,0
2024-07-19_B0BNL5CJ8G,0
2024-07-20_B0BNL5CJ8G,0
2024-07-01_B0BSLTZV4Z,1
2024-07-02_B0BSLTZV4Z,1
2024-07-16_B0BSLTZV4Z,1
2024-07-17_B0BSLTZV4Z,1
2024-07-18_B0BSLTZV4Z,1
2024-07-19_B0BSLTZV4Z,1
2024-07-23_B0BSLTZV4Z,1
2024-07-24_B0BSLTZV4Z,1
2024-07-12_B0BSLVXHYJ,0
2024-07-13_B0BSLVXHYJ,0
2024-07-16_B0BSLVXHYJ,0
2024-07-17_B0BSLVXHYJ,0
2024-07-18_B0BSLVXHYJ,0
2024-07-19_B0BSLVXHYJ,0
2024-07-20_B0BSLVXHYJ,0
2024-07-21_B0BSLVXHYJ,0
2024-07-22_B0BSLVXHYJ,0
2024-07-23_B0BSLVXHYJ,0
2024-07-24_B0BSLVXHYJ,0
2024-07-01_B0BSLWJKSX,1
2024-07-02_B0BSLWJKSX,1
2024-07-03_B0BSLWJKSX,1
2024-07-04_B0BSLWJKSX,1
2024-07-05_B0BSLWJKSX,1
2024-07-06_B0BSLWJKSX,1
2024-07-07_B0BSLWJKSX,1
2024-07-10_B0BSLWJKSX,1
2024-07-11_B0BSLWJKSX,1
2024-07-16_B0BSLWJKSX,1
2024-07-17_B0BSLWJKSX,1
2024-07-18_B0BSLWJKSX,1
2024-07-19_B0BSLWJKSX,1
2024-07-20_B0BSLWJKSX,1
2024-07-21_B0BSLWJKSX,1
2024-07-01_B0C9JLKFPZ,1
2024-07-02_B0C9JLKFPZ,0
2024-07-03_B0C9JLKFPZ,0
2024-07-04_B0C9JLKFPZ,0
2024-07-05_B0C9JLKFPZ,0
2024-07-06_B0C9JLKFPZ,0
2024-07-07_B0C9JLKFPZ,0
2024-07-08_B0C9JLKFPZ,0
2024-07-09_B0C9JLKFPZ,0
2024-07-10_B0C9JLKFPZ,0
2024-07-11_B0C9JLKFPZ,0
2024-07-12_B0C9JLKFPZ,0
2024-07-13_B0C9JLKFPZ,0
2024-07-14_B0C9JLKFPZ,0
2024-07-15_B0C9JLKFPZ,0
2024-07-01_B0BSLTV9FL,0
2024-07-02_B0BSLTV9FL,0
2024-07-06_B0BSLTV9FL,0
2024-07-07_B0BSLTV9FL,0
2024-07-01_B0CFV6V981,71
2024-07-02_B0CFV6V981,55
2024-07-03_B0CFV6V981,53
2024-07-04_B0CFV6V981,51
2024-07-05_B0CFV6V981,49
2024-07-06_B0CFV6V981,47
2024-07-07_B0CFV6V981,46
2024-07-08_B0CFV6V981,44
2024-07-09_B0CFV6V981,43
2024-07-10_B0CFV6V981,42
2024-07-11_B0CFV6V981,41
2024-07-12_B0CFV6V981,40
2024-07-13_B0CFV6V981,39
2024-07-14_B0CFV6V981,39
2024-07-15_B0CFV6V981,38
2024-07-01_B0CR4BK4FW,0
2024-07-02_B0CR4BK4FW,0
2024-07-03_B0CR4BK4FW,0
2024-07-04_B0CR4BK4FW,0
2024-07-05_B0CR4BK4FW,0
2024-07-06_B0CR4BK4FW,0
2024-07-07_B0CR4BK4FW,0
2024-07-08_B0CR4BK4FW,0
2024-07-09_B0CR4BK4FW,0
2024-07-10_B0CR4BK4FW,0
2024-07-11_B0CR4BK4FW,0
2024-07-12_B0CR4BK4FW,0
2024-07-13_B0CR4BK4FW,0
2024-07-14_B0CR4BK4FW,0
2024-07-15_B0CR4BK4FW,0
2024-07-01_B0CR49N6MQ,0
2024-07-02_B0CR49N6MQ,0
2024-07-03_B0CR49N6MQ,0
2024-07-04_B0CR49N6MQ,0
2024-07-05_B0CR49N6MQ,0
2024-07-06_B0CR49N6MQ,0
2024-07-07_B0CR49N6MQ,0
2024-07-08_B0CR49N6MQ,0
2024-07-09_B0CR49N6MQ,0
2024-07-10_B0CR49N6MQ,0
2024-07-11_B0CR49N6MQ,0
2024-07-12_B0CR49N6MQ,0
2024-07-13_B0CR49N6MQ,0
2024-07-14_B0CR49N6MQ,0
2024-07-15_B0CR49N6MQ,0
2024-07-01_B0CR49BQRS,0
2024-07-02_B0CR49BQRS,0
2024-07-03_B0CR49BQRS,0
2024-07-04_B0CR49BQRS,0
2024-07-05_B0CR49BQRS,0
2024-07-06_B0CR49BQRS,0
2024-07-07_B0CR49BQRS,0
2024-07-08_B0CR49BQRS,0
2024-07-09_B0CR49BQRS,0
2024-07-10_B0CR49BQRS,0
2024-07-11_B0CR49BQRS,0
2024-07-12_B0CR49BQRS,0
2024-07-13_B0CR49BQRS,0
2024-07-14_B0CR49BQRS,0
2024-07-15_B0CR49BQRS,0
2024-07-01_B0CQVLFPBQ,0
2024-07-02_B0CQVLFPBQ,0
2024-07-10_B0CQVLFPBQ,0
2024-07-11_B0CQVLFPBQ,0
2024-07-21_B0CQVLFPBQ,0
2024-07-22_B0CQVLFPBQ,0
2024-07-24_B0CQVLFPBQ,0
2024-07-25_B0CQVLFPBQ,0
2024-07-01_B0CR4C5WXS,0
2024-07-02_B0CR4C5WXS,0
2024-07-03_B0CR4C5WXS,0
2024-07-04_B0CR4C5WXS,0
2024-07-05_B0CR4C5WXS,0
2024-07-06_B0CR4C5WXS,0
2024-07-07_B0CR4C5WXS,0
2024-07-08_B0CR4C5WXS,0
2024-07-09_B0CR4C5WXS,0
2024-07-10_B0CR4C5WXS,0
2024-07-11_B0CR4C5WXS,0
2024-07-12_B0CR4C5WXS,0
2024-07-13_B0CR4C5WXS,0
2024-07-14_B0CR4C5WXS,0
2024-07-15_B0CR4C5WXS,0
2024-07-01_B0CR4BG4ZW,0
2024-07-02_B0CR4BG4ZW,0
2024-07-03_B0CR4BG4ZW,0
2024-07-04_B0CR4BG4ZW,0
2024-07-05_B0CR4BG4ZW,0
2024-07-06_B0CR4BG4ZW,0
2024-07-07_B0CR4BG4ZW,0
2024-07-08_B0CR4BG4ZW,0
2024-07-09_B0CR4BG4ZW,0
2024-07-10_B0CR4BG4ZW,0
2024-07-11_B0CR4BG4ZW,0
2024-07-12_B0CR4BG4ZW,0
2024-07-13_B0CR4BG4ZW,0
2024-07-14_B0CR4BG4ZW,0
2024-07-15_B0CR4BG4ZW,0
2024-07-01_B0CR4BGLK5,0
2024-07-02_B0CR4BGLK5,0
2024-07-03_B0CR4BGLK5,0
2024-07-04_B0CR4BGLK5,0
2024-07-05_B0CR4BGLK5,0
2024-07-06_B0CR4BGLK5,0
2024-07-07_B0CR4BGLK5,0
2024-07-08_B0CR4BGLK5,0
2024-07-09_B0CR4BGLK5,0
2024-07-10_B0CR4BGLK5,0
2024-07-11_B0CR4BGLK5,0
2024-07-12_B0CR4BGLK5,0
2024-07-13_B0CR4BGLK5,0
2024-07-14_B0CR4BGLK5,0
2024-07-15_B0CR4BGLK5,0
2024-07-01_B0CR49NR3B,0
2024-07-02_B0CR49NR3B,0
2024-07-03_B0CR49NR3B,0
2024-07-04_B0CR49NR3B,0
2024-07-05_B0CR49NR3B,0
2024-07-06_B0CR49NR3B,0
2024-07-07_B0CR49NR3B,0
2024-07-08_B0CR49NR3B,0
2024-07-09_B0CR49NR3B,0
2024-07-10_B0CR49NR3B,0
2024-07-11_B0CR49NR3B,0
2024-07-12_B0CR49NR3B,0
2024-07-13_B0CR49NR3B,0
2024-07-14_B0CR49NR3B,0
2024-07-15_B0CR49NR3B,0
2024-07-01_B0CR4C98FS,0
2024-07-02_B0CR4C98FS,0
2024-07-03_B0CR4C98FS,0
2024-07-04_B0CR4C98FS,0
2024-07-05_B0CR4C98FS,0
2024-07-06_B0CR4C98FS,0
2024-07-07_B0CR4C98FS,0
2024-07-08_B0CR4C98FS,0
2024-07-09_B0CR4C98FS,0
2024-07-10_B0CR4C98FS,0
2024-07-11_B0CR4C98FS,0
2024-07-12_B0CR4C98FS,0
2024-07-13_B0CR4C98FS,0
2024-07-14_B0CR4C98FS,0
2024-07-15_B0CR4C98FS,0
2024-07-01_B0CY5KFQBD,1
2024-07-02_B0CY5KFQBD,1
2024-07-03_B0CY5KFQBD,1
2024-07-04_B0CY5KFQBD,1
2024-07-05_B0CY5KFQBD,1
2024-07-06_B0CY5KFQBD,1
2024-07-07_B0CY5KFQBD,1
2024-07-08_B0CY5KFQBD,1
2024-07-09_B0CY5KFQBD,1
2024-07-10_B0CY5KFQBD,1
2024-07-11_B0CY5KFQBD,1
2024-07-12_B0CY5KFQBD,1
2024-07-13_B0CY5KFQBD,1
2024-07-14_B0CY5KFQBD,1
2024-07-15_B0CY5KFQBD,1
2024-07-01_B0CY5QQ49F,0
2024-07-02_B0CY5QQ49F,0
2024-07-03_B0CY5QQ49F,0
2024-07-04_B0CY5QQ49F,0
2024-07-05_B0CY5QQ49F,0
2024-07-06_B0CY5QQ49F,0
2024-07-07_B0CY5QQ49F,0
2024-07-08_B0CY5QQ49F,0
2024-07-09_B0CY5QQ49F,0
2024-07-10_B0CY5QQ49F,0
2024-07-11_B0CY5QQ49F,0
2024-07-12_B0CY5QQ49F,0
2024-07-13_B0CY5QQ49F,0
2024-07-14_B0CY5QQ49F,0
2024-07-15_B0CY5QQ49F,0
2024-07-01_B0CY5LR4VX,0
2024-07-02_B0CY5LR4VX,0
2024-07-03_B0CY5LR4VX,0
2024-07-04_B0CY5LR4VX,0
2024-07-05_B0CY5LR4VX,0
2024-07-06_B0CY5LR4VX,0
2024-07-07_B0CY5LR4VX,0
2024-07-08_B0CY5LR4VX,0
2024-07-09_B0CY5LR4VX,0
2024-07-10_B0CY5LR4VX,0
2024-07-11_B0CY5LR4VX,0
2024-07-12_B0CY5LR4VX,0
2024-07-13_B0CY5LR4VX,0
2024-07-14_B0CY5LR4VX,0
2024-07-15_B0CY5LR4VX,0
